Sr_No,State_,District,City,Latitude,Longitude,Crop_Year,Season,Crop,Area,Production,Avg_Temperature,Relative_Humidity,Avg_Annual_Rainfall,T_ype_of_soil
409,Himachal Pradesh,KANGRA,Kangra,32.107726,76.534876,2010,Rabi,Gram,212,167,287.15,49,248,Alluvial Soil
410,Himachal Pradesh,SHIMLA,Shimla,31.201285,77.752272,2010,Kharif,Bajra,5,3,290.15,55,1577,Sandy Soil
411,Himachal Pradesh,SHIMLA,Shimla,31.1071605,77.1831203,2010,Kharif,Ginger,193,2008,290.15,55,1577,Sandy Soil
412,Himachal Pradesh,SHIMLA,Shimla,31.103536,77.17218,2010,Rabi,Barley,3424,5776,290.15,55,1577,Sandy Soil
413,Himachal Pradesh,SHIMLA,Shimla,31.096648,77.175267,2010,Rabi,Garlic,145,205,290.15,55,1577,Sandy Soil
414,Himachal Pradesh,SHIMLA,Shimla,31.4470213,77.6294213,2010,Rabi,Masoor,45,42,290.15,55,1577,Sandy Soil
415,Himachal Pradesh,SIRMAUR,Sirmaur,30.559933,77.295483,2010,Rabi,Wheat,26313,54372,290.15,55,1577,Sandy Soil
416,Himachal Pradesh,SOLAN,Solan,30.9491629,76.8319738,2010,Kharif,Urad,894,193,288.15,66,1262,Loamy soil
417,Himachal Pradesh,SOLAN,Solan,30.8713445,77.0863049,2010,Rabi,Barley,1515,1470,288.15,66,1262,Loamy soil
418,Himachal Pradesh,SOLAN,Solan,30.90738,77.107075,2010,Whole Year,Sugarcane,26,376,288.15,66,1262,Loamy soil
419,Jharkhand,BOKARO,Bokaro,23.644138,86.151112,2010,Rabi,Arhar/Tur,262,451,298.15,72,1230,Sandy Soil
420,Jharkhand,BOKARO,Bokaro,23.675112,86.145632,2010,Rabi,Gram,38,17,298.15,72,1230,Sandy Soil
421,Jharkhand,BOKARO,Bokaro,23.633257,86.173506,2010,Rabi,Onion,171,1124,298.15,72,1230,Sandy Soil
422,Jharkhand,BOKARO,Bokaro,23.633257,86.173506,2010,Rabi,Potato,659,5497,298.15,72,1230,Sandy Soil
423,Jharkhand,BOKARO,Bokaro,23.675112,86.145632,2010,Rabi,Wheat,470,571,298.15,72,1230,Sandy Soil
424,Jharkhand,DEOGHAR,Deogarh,24.491027,86.693996,2010,Rabi,Gram,309,274,297.45,59,600,Sandy Soil
425,Jharkhand,DEOGHAR,Deogarh,24.491027,86.693996,2010,Rabi,Onion,23,236,297.45,59,600,Sandy Soil
426,Jharkhand,DHANBAD,Dhanbad,23.7976877,86.4356088,2010,Rabi,Arhar/Tur,1,0.6,298.15,69,1241,Sandy Soil
427,Jharkhand,DHANBAD,Dhanbad,23.8057146,86.4509654,2010,Rabi,Gram,4,0.16,298.15,69,1241,Sandy Soil
428,Jharkhand,DHANBAD,Dhanbad,23.806393,86.43059,2010,Rabi,Onion,5,32,298.15,69,1241,Sandy Soil
429,Jharkhand,DHANBAD,Dhanbad,23.806393,86.43059,2010,Rabi,Potato,88,360,298.15,69,1241,Sandy Soil
430,Jharkhand,DHANBAD,Dhanbad,23.8057146,86.4509654,2010,Rabi,Wheat,40,56,298.15,69,1241,Sandy Soil
431,Jharkhand,DUMKA,Dumka,24.267264,87.251613,2010,Rabi,Gram,2320,1496,291.15,70,1422,Sandy Soil
432,Jharkhand,DUMKA,Dumka,24.267264,87.251613,2010,Rabi,Onion,110,1131,291.15,70,1422,Sandy Soil
433,Jharkhand,EAST SINGHBHUM,Jamshedpur,22.811699,86.210334,2010,Rabi,Gram,140,85,298.85,73,1268,Red Soil
434,Jharkhand,EAST SINGHBHUM,Jamshedpur,22.804227,86.181256,2010,Rabi,Onion,3,17,298.85,73,1268,Red Soil
435,Jharkhand,EAST SINGHBHUM,Jamshedpur,22.804227,86.181256,2010,Rabi,Potato,27,47,298.85,73,1268,Red Soil
436,Jharkhand,GARHWA,Garhwa,24.158163,83.802052,2010,Rabi,Gram,2375,1389,298.85,44,873,Sandy Soil
437,Jharkhand,GARHWA,Garhwa,24.158163,83.802052,2010,Rabi,Masoor,712,372,298.85,44,873,Sandy Soil
438,Jharkhand,GIRIDIH,Giridh,24.1879903,86.3064543,2010,Rabi,Gram,296,139,297.55,63,1237,Loamy soil
439,Jharkhand,GIRIDIH,Giridh,24.1879903,86.3064543,2010,Rabi,Potato,2385,15846,297.55,63,1237,Loamy soil
440,Jharkhand,GUMLA,Gumla,23.0346771,84.5383358,2010,Rabi,Gram,305,157,301.45,66,1450,Red Soil
441,Jharkhand,GUMLA,Gumla,23.0346771,84.5383358,2010,Rabi,Onion,298,1663,301.45,66,1450,Red Soil
442,Jharkhand,HAZARIBAGH,Hazaribagh,23.997502,85.3564179,2010,Rabi,Gram,775,634,296.05,68,1255,Sandy Soil
443,Jharkhand,HAZARIBAGH,Hazaribagh,23.997502,85.3564179,2010,Rabi,Onion,213,1223,296.05,68,1255,Sandy Soil
444,Jharkhand,RAMGARH,Ramgarh,23.6484192,85.5093472,2010,Rabi,Potato,775,3578,296.05,68,1255,Red and Yellow Soil
445,Jharkhand,RANCHI,Ranchi,23.313367,85.277743,2010,Rabi,Gram,340,334,296.25,84,1358,Laterite Soil
446,Jharkhand,RANCHI,Ranchi,23.388964,85.349138,2010,Rabi,Onion,337,1646,296.25,84,1358,Laterite Soil
447,Jharkhand,RANCHI,Ranchi,23.408788,85.321355,2010,Rabi,Potato,1776,13402,296.25,84,1358,Laterite Soil
448,Jharkhand,RANCHI,Ranchi,23.3882502,85.3281205,2010,Rabi,Wheat,2198,3246,296.25,84,1358,Laterite Soil
449,Jharkhand,RANCHI,Ranchi,23.4507571,85.4370738,2007,Rabi,Potato,2516.19,8173,296.25,84,1358,Laterite Soil
450,Jharkhand,RANCHI,Ranchi,23.371161,85.317141,2007,Rabi,Wheat,3314.12,5601,296.25,84,1358,Laterite Soil
451,Jharkhand,RANCHI,Ranchi,23.3451234,85.1106008,2007,Rabi,Onion,451.88,3492,296.25,84,1358,Laterite Soil
452,Jharkhand,RANCHI,Ranchi,23.3691335,85.2204851,2007,Rabi,Gram,494.17,630,296.25,84,1358,Laterite Soil
453,Jharkhand,RANCHI,Ranchi,23.349938,85.330008,2007,Autumn,Maize,3191.89,3964,296.25,84,1358,Laterite Soil
454,Jharkhand,RANCHI,Ranchi,23.3496021,85.3796172,2007,Autumn,Ragi,9232.23,7450,296.25,84,1358,Laterite Soil
455,Jharkhand,RANCHI,Ranchi,23.395757,85.351652,2007,Autumn,Rice,48459.12,40932,296.25,84,1358,Laterite Soil
456,Jharkhand,RANCHI,Ranchi,23.38949,85.346526,2007,Winter,Potato,3024.24,18339,296.25,84,1358,Laterite Soil
457,Jharkhand,RANCHI,Ranchi,23.38949,85.346526,2007,Winter,Rice,102622.65,130878,296.25,84,1358,Laterite Soil
458,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2010,Rabi,Gram,701,658,298.15,73,1575,Alluvial Soil
459,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2010,Rabi,Onion,27,278,298.15,73,1575,Alluvial Soil
460,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2007,Rabi,Potato,148.42,1837,298.15,73,1575,Alluvial Soil
461,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2007,Autumn,Maize,1548.8,1120,298.15,73,1575,Alluvial Soil
462,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2007,Winter,Rice,30002.55,27022,298.15,73,1575,Alluvial Soil
463,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2006,Rabi,Gram,709.36,411,298.15,73,1575,Alluvial Soil
464,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2006,Rabi,Masoor,661.63,361,298.15,73,1575,Alluvial Soil
465,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2006,Autumn,Maize,1701.03,1465,298.15,73,1575,Alluvial Soil
466,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2005,Rabi,Gram,660.97,500.35,298.15,73,1575,Alluvial Soil
467,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2005,Winter,Rice,29486.43,25279.7,298.15,73,1575,Alluvial Soil
468,Jharkhand,SAHEBGANJ,Sahebganj,25.235841,87.634215,2005,Autumn,Maize,1178.42,1159.57,298.15,73,1575,Alluvial Soil
469,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2010,Rabi,Gram,205,67,298.25,54,1450,Sandy Loam Soil
470,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2007,Rabi,Onion,182.45,937,298.25,54,1450,Sandy Loam Soil
471,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2007,Winter,Potato,379.68,3625,298.25,54,1450,Sandy Loam Soil
472,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2007,Autumn,Maize,488.44,614,298.25,54,1450,Sandy Loam Soil
473,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2006,Winter,Potato,380.85,1816,298.25,54,1450,Sandy Loam Soil
474,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2006,Rabi,Gram,263.25,201,298.25,54,1450,Sandy Loam Soil
475,Jharkhand,SIMDEGA,Simdega,22.6149779,84.5028825,2006,Autumn,Ragi,5335.5,1558,298.25,54,1450,Sandy Loam Soil
476,Jharkhand,WEST SINGHBHUM,Chaibasa,22.5505168,85.8054811,2010,Rabi,Gram,274,167,299.15,71,1191,Loamy soil
477,Jharkhand,WEST SINGHBHUM,KIRIBURU,22.104554,85.291571,2010,Rabi,Masoor,45,36,299.15,71,1191,Loamy soil
478,Jharkhand,WEST SINGHBHUM,Noamundi,22.145873,85.494402,2010,Rabi,Potato,35,46,299.15,71,1191,Loamy soil
479,Jharkhand,WEST SINGHBHUM,Noamundi,22.145873,85.494402,2007,Rabi,Gram,233.53,262,299.15,71,1191,Loamy soil
480,Jharkhand,WEST SINGHBHUM,KIRIBURU,22.104554,85.291571,2007,Rabi,Masoor,49.3,32,299.15,71,1191,Loamy soil
481,Jharkhand,WEST SINGHBHUM,Chaibasa,22.5505168,85.8054811,2007,Rabi,Potato,16.86,105,299.15,71,1191,Loamy soil
482,Jharkhand,WEST SINGHBHUM,Chaibasa,22.5505168,85.8054811,2006,Autumn,Maize,1429.78,1055,299.15,71,1191,Loamy soil
483,Jharkhand,WEST SINGHBHUM,KIRIBURU,22.104554,85.291571,2006,Autumn,Ragi,656.79,520,299.15,71,1191,Loamy soil
484,Jharkhand,WEST SINGHBHUM,Noamundi,22.145873,85.494402,2006,Autumn,Rice,6695.48,3312,299.15,71,1191,Loamy soil
485,Jharkhand,WEST SINGHBHUM,Noamundi,22.145873,85.494402,2005,Rabi,Gram,224.48,107.53,299.15,71,1191,Loamy soil
486,Jharkhand,WEST SINGHBHUM,KIRIBURU,22.104554,85.291571,2005,Rabi,Wheat,82.84,75.72,299.15,71,1191,Loamy soil
487,Jharkhand,WEST SINGHBHUM,Chaibasa,22.5505168,85.8054811,2005,Autumn,Maize,1301.6,1205.28,299.15,71,1191,Loamy soil
488,Karnataka,BAGALKOT,Bagalkot,16.186132,75.70653,2014,Kharif,Bajra,22021,24288,298.45,43,562,Black soil
489,Karnataka,BAGALKOT,Bagalkot,16.165075,75.675072,2014,Kharif,Dry chillies,977,1788,298.45,43,562,Black soil
490,Karnataka,BAGALKOT,Bagalkot,16.165011,75.660812,2014,Kharif,Jowar,965,1492,298.45,43,562,Black soil
491,Karnataka,BAGALKOT,Bagalkot,15.364709,75.123955,2014,Kharif,Maize,44472,166543,298.45,43,562,Black soil
492,Karnataka,BAGALKOT,Bagalkot,16.325218,75.289397,2014,Kharif,Onion,10969,82750,298.45,43,562,Black soil
493,Karnataka,BAGALKOT,Bagalkot,16.325218,75.289397,2013,Kharif,Jowar,2708,4757,298.45,43,562,Black soil
494,Karnataka,BAGALKOT,Bagalkot,15.364709,75.123955,2013,Kharif,Maize,51814,183308,298.45,43,562,Black soil
495,Karnataka,BAGALKOT,Bagalkot,16.165011,75.660812,2013,Kharif,Onion,10683,96861,298.45,43,562,Black soil
496,Karnataka,BAGALKOT,Bagalkot,16.165075,75.675072,2013,Kharif,Rice,54,160,298.45,43,562,Black soil
497,Karnataka,BAGALKOT,Bagalkot,16.186132,75.70653,2013,Kharif,Soyabean,3011,3613,298.45,43,562,Black soil
498,Karnataka,BENGALURU,Bangalore,13.160791,77.323405,2014,Kharif,Castor seed,233,142,296.05,65,970,Red Loamy Soil
499,Karnataka,BENGALURU,Bangalore,13.077457,77.811502,2014,Kharif,Dry chillies,366,414,296.05,65,970,Red Loamy Soil
500,Karnataka,BENGALURU,Bangalore,12.911276,77.486216,2014,Kharif,Groundnut,275,155,296.05,65,970,Red Loamy Soil
501,Karnataka,BENGALURU,Bangalore,13.097983,77.38581,2014,Kharif,Horse-gram,1223,754,296.05,65,970,Red Loamy Soil
502,Karnataka,BENGALURU,Bangalore,12.80927,77.695173,2014,Kharif,Maize,14334,44066,296.05,65,970,Red Loamy Soil
503,Karnataka,BENGALURU,Bangalore,12.987532,77.604913,2014,Kharif,Onion,69,354,296.05,65,970,Red Loamy Soil
504,Karnataka,BENGALURU,Bangalore,12.9649846,77.589012,2014,Kharif,Potato,439,2702,296.05,65,970,Red Loamy Soil
505,Karnataka,BENGALURU,Bangalore,13.054677,77.592504,2014,Kharif,Ragi,35844,91940,296.05,65,970,Red Loamy Soil
506,Karnataka,BENGALURU,Bangalore,13.053662,77.717912,2014,Kharif,Rice,598,2093,296.05,65,970,Red Loamy Soil
507,Karnataka,BENGALURU,Bangalore,12.965837,77.576262,2014,Kharif,Sunflower,18,10,296.05,65,970,Red Loamy Soil
508,Karnataka,BENGALURU,Bangalore,12.9978842,77.5411603,2014,Kharif,Urad,3,1,296.05,65,970,Red Loamy Soil
509,Karnataka,BENGALURU,Bangalore,12.998074,77.571614,2014,Rabi,Dry chillies,24,45,296.05,65,970,Red Loamy Soil
510,Karnataka,BENGALURU,Bangalore,12.99807,77.580434,2014,Rabi,Gram,270,194,296.05,65,970,Red Loamy Soil
511,Karnataka,BENGALURU,Bangalore,12.956353,77.574114,2014,Rabi,Horse-gram,452,222,296.05,65,970,Red Loamy Soil
512,Karnataka,BENGALURU,Bangalore,13.035289,77.589935,2014,Rabi,Maize,127,429,296.05,65,970,Red Loamy Soil
513,Karnataka,BENGALURU,Bangalore,12.935769,77.593859,2014,Rabi,Onion,11,73,296.05,65,970,Red Loamy Soil
514,Karnataka,BENGALURU,Bangalore,12.963399,77.573818,2014,Rabi,Potato,356,6630,296.05,65,970,Red Loamy Soil
515,Karnataka,BENGALURU,Bangalore,13.030487,77.566648,2014,Rabi,Ragi,76,123,296.05,65,970,Red Loamy Soil
516,Karnataka,BENGALURU,Bangalore,12.970679,77.586085,2014,Summer,Dry chillies,9,17,296.05,65,970,Red Loamy Soil
517,Karnataka,BENGALURU,Bangalore,12.93759,77.598537,2014,Summer,Groundnut,23,20,296.05,65,970,Red Loamy Soil
518,Karnataka,BENGALURU,Bangalore,12.94039,77.59883,2014,Summer,Maize,99,323,296.05,65,970,Red Loamy Soil
519,Karnataka,BENGALURU,Bangalore,12.929482,77.620182,2014,Summer,Onion,6,29,296.05,65,970,Red Loamy Soil
520,Karnataka,BENGALURU,Bangalore,12.968063,77.595068,2014,Summer,Potato,65,891,296.05,65,970,Red Loamy Soil
521,Karnataka,BENGALURU,Bangalore,12.962447,77.665284,2014,Summer,Ragi,42,75,296.05,65,970,Red Loamy Soil
522,Karnataka,BENGALURU,Bangalore,12.965428,77.610476,2014,Summer,Rice,49,150,296.05,65,970,Red Loamy Soil
523,Karnataka,BENGALURU,Bangalore,12.996389,77.56931,2014,Summer,Sunflower,1,1,296.05,65,970,Red Loamy Soil
524,Karnataka,BENGALURU,Bangalore,12.963321,77.62882,2014,Whole Year,Arecanut,1519,14055,296.05,65,970,Red Loamy Soil
525,Karnataka,BENGALURU,Bangalore,12.990775,77.553498,2014,Whole Year,Black pepper,1,6,296.05,65,970,Red Loamy Soil
526,Karnataka,BENGALURU,Bangalore,12.954814,77.565362,2014,Whole Year,Cashewnut,24,18,296.05,65,970,Red Loamy Soil
527,Karnataka,BENGALURU,Bangalore,13.025275,77.614217,2014,Whole Year,Coconut,2255,20123,296.05,65,970,Red Loamy Soil
528,Karnataka,BENGALURU,Bangalore,12.969035,77.61346,2014,Whole Year,Coriander,37,13,296.05,65,970,Red Loamy Soil
529,Karnataka,BENGALURU,Bangalore,13.026155,77.588859,2014,Whole Year,Dry ginger,11,320,296.05,65,970,Red Loamy Soil
530,Karnataka,BENGALURU,Bangalore,12.981135,77.729224,2014,Whole Year,Garlic,3,3,296.05,65,970,Red Loamy Soil
531,Karnataka,BENGALURU,Bangalore,12.9982,77.551623,2014,Whole Year,Sweet potato,19,322,296.05,65,970,Red Loamy Soil
532,Karnataka,BENGALURU,Bangalore,12.989645,77.592754,2014,Whole Year,Tapioca,6,54,296.05,65,970,Red Loamy Soil
533,Karnataka,BENGALURU,Bangalore,12.917957,77.599329,2014,Whole Year,Turmeric,1,6,296.05,65,970,Red Loamy Soil
534,Karnataka,BENGALURU,Bangalore,12.975378,77.72927,2013,Rabi,Dry chillies,9,17,296.05,65,970,Red Loamy Soil
535,Karnataka,BENGALURU,Bangalore,12.989853,77.552805,2013,Rabi,Gram,229,173,296.05,65,970,Red Loamy Soil
536,Karnataka,BENGALURU,Bangalore,12.982165,77.604276,2013,Rabi,Horsegram,397,203,296.05,65,970,Red Loamy Soil
537,Karnataka,BENGALURU,Bangalore,13.019584,77.557981,2013,Rabi,Maize,112,343,296.05,65,970,Red Loamy Soil
538,Karnataka,BENGALURU,Bangalore,12.974445,77.549288,2013,Rabi,Onion,15,105,296.05,65,970,Red Loamy Soil
539,Karnataka,BENGALURU,Bangalore,12.937319,77.592016,2013,Rabi,Potato,362,5810,296.05,65,970,Red Loamy Soil
540,Karnataka,BENGALURU,Bangalore,12.896508,77.46166,2013,Rabi,Ragi,177,258,296.05,65,970,Red Loamy Soil
541,Karnataka,BENGALURU,Bangalore,12.9157415,77.5909561,2013,Summer,Dry chillies,2,5,296.05,65,970,Red Loamy Soil
542,Karnataka,BENGALURU,Bangalore,12.961633,77.571067,2013,Summer,Groundnut,41,37,296.05,65,970,Red Loamy Soil
543,Karnataka,BENGALURU,Bangalore,12.984218,77.578831,2013,Summer,Maize,78,253,296.05,65,970,Red Loamy Soil
544,Karnataka,BENGALURU,Bangalore,12.89643,77.598015,2013,Summer,Onion,182,1429,296.05,65,970,Red Loamy Soil
545,Karnataka,BENGALURU,Bangalore,12.969227,77.536519,2013,Summer,Potato,23,323,296.05,65,970,Red Loamy Soil
546,Karnataka,BIJAPUR,Bijapur,16.828098,75.691713,2014,Kharif,Bajra,48810,37281,305.85,42,578,Black soil
547,Karnataka,BIJAPUR,Bijapur,16.845101,75.710641,2014,Kharif,Dry chillies,1003,899,305.85,42,578,Black soil
548,Karnataka,BIJAPUR,Bijapur,16.827207,75.725839,2014,Kharif,Groundnut,19413,12633,305.85,42,578,Black soil
549,Karnataka,BIJAPUR,Bijapur,16.8301759,75.7078424,2014,Kharif,Maize,54990,175215,305.85,42,578,Black soil
550,Karnataka,BIJAPUR,Bijapur,16.825058,75.669209,2014,Kharif,Onion,8824,46298,305.85,42,578,Black soil
551,Karnataka,BIJAPUR,Bijapur,16.828072,75.709979,2014,Kharif,Rice,50,153,305.85,42,578,Black soil
552,Karnataka,DAKSHIN KANNAD,Mangalore,12.866805,74.85933,2014,Kharif,Dry chillies,75,85,299.85,77,3479,Alluvial Soil
553,Karnataka,DAKSHIN KANNAD,Mangalore,12.87963,74.853044,2014,Kharif,Rice,29749,78228,299.85,77,3479,Alluvial Soil
554,Karnataka,DAKSHIN KANNAD,Mangalore,12.867384,74.843132,2014,Rabi,Dry chillies,38,71,299.85,77,3479,Alluvial Soil
555,Karnataka,DAKSHIN KANNAD,Mangalore,12.81194,74.881231,2014,Rabi,Rice,21240,51979,299.85,77,3479,Alluvial Soil
556,Karnataka,DAKSHIN KANNAD,Mangalore,12.899478,74.845975,2014,Rabi,Urad,1752,639,299.85,77,3479,Alluvial Soil
557,Karnataka,DAKSHIN KANNAD,Mangalore,12.870434,74.844505,2014,Whole Year,Sugarcane,10,912,299.85,77,3479,Alluvial Soil
558,Karnataka,DAKSHIN KANNAD,Mangalore,13.021405,74.792037,2014,Whole Year,Sweet potato,288,4885,299.85,77,3479,Alluvial Soil
559,Karnataka,DAKSHIN KANNAD,Mangalore,12.880334,74.853689,2014,Whole Year,Turmeric,60,359,299.85,77,3479,Alluvial Soil
560,Karnataka,DAKSHIN KANNAD,Mangalore,12.864857,74.83818,2014,Whole Year,Coconut,18407,282127,299.85,77,3479,Alluvial Soil
561,Karnataka,DHARWAD,Dharwad,15.46373,74.969829,2014,Rabi,Dry chillies,36,68,297.25,76,864,Alluvial Soil
562,Karnataka,DHARWAD,Dharwad,15.46473,75.010366,2014,Rabi,Gram,50622,41502,297.25,76,864,Alluvial Soil
563,Karnataka,DHARWAD,Dharwad,15.417904,75.050162,2014,Rabi,Jowar,39070,39492,297.25,76,864,Alluvial Soil
564,Karnataka,DHARWAD,Dharwad,15.3669,75.128266,2014,Rabi,Maize,3768,8373,297.25,76,864,Alluvial Soil
565,Karnataka,DHARWAD,Dharwad,15.364705,75.123954,2014,Rabi,Potato,193,2973,297.25,76,864,Alluvial Soil
566,Karnataka,DHARWAD,Dharwad,15.36472,75.123954,2014,Rabi,Sunflower,3187,1399,297.25,76,864,Alluvial Soil
567,Karnataka,DHARWAD,Dharwad,15.353643,75.130587,2014,Rabi,Wheat,28985,35714,297.25,76,864,Alluvial Soil
568,Kerala,ALAPPUZHA,Alappuzha,9.667112,76.339569,2014,Whole Year,Arecanut,1332,641,299.75,79,2564,Sandy Loam Soil
569,Kerala,ALAPPUZHA,Alappuzha,9.4637103,76.3702515,2014,Whole Year,Banana,450,3733,299.75,79,2564,Sandy Loam Soil
570,Kerala,ALAPPUZHA,Alappuzha,9.259447,76.596252,2014,Whole Year,Black pepper,614,147,299.75,79,2564,Sandy Loam Soil
571,Kerala,ALAPPUZHA,Alappuzha,9.304895,76.63545,2014,Whole Year,Cashewnut,1921,318,299.75,79,2564,Sandy Loam Soil
572,Kerala,ALAPPUZHA,Alappuzha,9.662125,76.338902,2014,Whole Year,Drum Stick,494,334,299.75,79,2564,Sandy Loam Soil
573,Kerala,ALAPPUZHA,Alappuzha,9.247819,76.521093,2014,Whole Year,Dry ginger,77,261,299.75,79,2564,Sandy Loam Soil
574,Kerala,ALAPPUZHA,Alappuzha,9.416254,76.347601,2014,Whole Year,Papaya,960,7925,299.75,79,2564,Sandy Loam Soil
575,Kerala,ERNAKULAM,Ernakulam,10.087575,76.388062,2014,Whole Year,Arecanut,4133,4533,299.65,75,2882,Laterite Soil
576,Kerala,ERNAKULAM,Ernakulam,10.105151,76.355191,2014,Whole Year,Banana,4904,44953,299.65,75,2882,Laterite Soil
577,Kerala,ERNAKULAM,Ernakulam,10.090627,76.362146,2014,Whole Year,Black pepper,1913,539,299.65,75,2882,Laterite Soil
578,Kerala,ERNAKULAM,Ernakulam,10.190395,76.39029,2014,Whole Year,Cashewnut,430,122,299.65,75,2882,Laterite Soil
579,Kerala,ERNAKULAM,Ernakulam,10.043946,76.277515,2014,Whole Year,Dry ginger,84,265,299.65,75,2882,Laterite Soil
580,Kerala,ERNAKULAM,Ernakulam,9.971979,76.281693,2014,Whole Year,Sesamum,4,1.07,299.65,75,2882,Laterite Soil
581,Kerala,ERNAKULAM,Ernakulam,9.946756,76.282561,2014,Whole Year,Sweet potato,3,36,299.65,75,2882,Laterite Soil
582,Kerala,ERNAKULAM,Ernakulam,10.01486,76.303466,2014,Whole Year,Tapioca,5386,229341,299.65,75,2882,Laterite Soil
583,Kerala,ERNAKULAM,Ernakulam,9.988224,76.288097,2014,Whole Year,Turmeric,213,640,299.65,75,2882,Laterite Soil
584,Kerala,ERNAKULAM,Ernakulam,9.983305,76.474382,2014,Whole Year,Coconut,43680,212000000,299.65,75,2882,Laterite Soil
585,Kerala,ERNAKULAM,Ernakulam,10.033082,76.293881,2014,Winter,Rice,2924,6524,299.65,75,2882,Laterite Soil
586,Kerala,IDUKKI,Idukki,10.011876,76.958497,2014,Whole Year,Arecanut,2264,1748,301.95,85,3671,Laterite Soil
587,Kerala,IDUKKI,Idukki,9.746856,76.110248,2014,Whole Year,Banana,3469,31893,301.95,85,3671,Laterite Soil
588,Kerala,IDUKKI,Idukki,9.535157,76.908953,2014,Whole Year,Black pepper,43852,23916,301.95,85,3671,Laterite Soil
589,Kerala,IDUKKI,Idukki,10.088585,76.05619,2014,Whole Year,Cardamom,31810,15000,301.95,85,3671,Laterite Soil
590,Kerala,IDUKKI,Idukki,9.665029,77.158547,2014,Whole Year,Cashewnut,1375,410,301.95,85,3671,Laterite Soil
591,Kerala,IDUKKI,Idukki,9.848086,76.960597,2014,Whole Year,Coconut,16655,75000000,301.95,85,3671,Laterite Soil
592,Kerala,KANNUR,Kannur,11.7494919,75.5229777,2014,Whole Year,Arecanut,9180,10660,299.55,73,2410,Laterite Soil
593,Kerala,KANNUR,Kannur,11.875772,75.499253,2014,Whole Year,Banana,2298,19593,299.55,73,2410,Laterite Soil
594,Kerala,KANNUR,Kannur,11.994674,75.31285,2014,Whole Year,Black pepper,4626,2146,299.55,73,2410,Laterite Soil
595,Kerala,KANNUR,Kannur,11.764148,75.479831,2014,Whole Year,Cashewnut,20351,18570,299.55,73,2410,Laterite Soil
596,Kerala,KANNUR,Kannur,11.861216,75.370639,2014,Whole Year,Coconut,85807,533000000,299.55,73,2410,Laterite Soil
597,Kerala,KANNUR,Kannur,12.072392,75.294333,2014,Whole Year,Dry ginger,55,248,299.55,73,2410,Laterite Soil
598,Kerala,KANNUR,Kannur,12.106236,75.209538,2014,Whole Year,Sweet potato,32,353,299.55,73,2410,Laterite Soil
599,Kerala,KANNUR,Kannur,11.759133,75.478803,2014,Whole Year,Turmeric,135,479,299.55,73,2410,Laterite Soil
600,Madhya Pradesh,BHOPAL,Bhopal,23.259924,77.390958,2013,Kharif,Groundnut,318,327,298.45,58,1126,Black soil
601,Madhya Pradesh,BHOPAL,Bhopal,23.18006,77.25035,2013,Kharif,Jowar,26,25,298.45,58,1126,Black soil
602,Madhya Pradesh,BHOPAL,Bhopal,23.229861,77.417539,2013,Kharif,Maize,2223,1684,298.45,58,1126,Black soil
603,Madhya Pradesh,BHOPAL,Bhopal,23.1549,77.244677,2013,Kharif,Rice,522,678,298.45,58,1126,Black soil
604,Madhya Pradesh,BHOPAL,Bhopal,23.2307,77.419553,2013,Kharif,Sannhamp,5,5,298.45,58,1126,Black soil
605,Madhya Pradesh,BHOPAL,Bhopal,23.222946,77.446666,2013,Kharif,Soyabean,114254,72556,298.45,58,1126,Black soil
606,Madhya Pradesh,BHOPAL,Bhopal,23.2582415,77.3952417,2013,Kharif,Urad,258,85,298.45,58,1126,Black soil
607,Madhya Pradesh,BHOPAL,Bhopal,23.25369,77.412695,2013,Rabi,Gram,28520,28399,298.45,58,1126,Black soil
608,Madhya Pradesh,BHOPAL,Bhopal,23.273077,77.380764,2013,Rabi,Khesari,241,202,298.45,58,1126,Black soil
609,Madhya Pradesh,BHOPAL,Bhopal,23.301078,77.424616,2013,Rabi,Linseed,16,11,298.45,58,1126,Black soil
610,Madhya Pradesh,BHOPAL,Bhopal,23.20973,77.437187,2013,Rabi,Masoor,1880,2330,298.45,58,1126,Black soil
611,Madhya Pradesh,BHOPAL,Bhopal,23.2289768,77.4351847,2013,Rabi,Wheat,84996,317551,298.45,58,1126,Black soil
