Sr_No,State_,District,City,Latitude,Longitude,Crop_Year,Season,Crop,Area,Production,Avg_Temperature,Relative_Humidity,Avg_Annual_Rainfall,T_ype_of_soil
612,Madhya Pradesh,BHOPAL,Bhopal,23.258167,77.39707,2013,Whole Year,Coriander,1470,1171,298.45,58,1126,Black soil
613,Madhya Pradesh,BHOPAL,Bhopal,23.26,77.412,2013,Whole Year,Dry chillies,220,282,298.45,58,1126,Black soil
614,Madhya Pradesh,BHOPAL,Bhopal,23.178855,77.428807,2013,Whole Year,Garlic,307,919,298.45,58,1126,Black soil
615,Madhya Pradesh,BHOPAL,Bhopal,23.26,77.39,2013,Whole Year,Onion,696,10216,298.45,58,1126,Black soil
616,Madhya Pradesh,BHOPAL,Bhopal,23.199485,77.420061,2013,Whole Year,Potato,66,789,298.45,58,1126,Black soil
617,Madhya Pradesh,GWALIOR,Gwalior,26.192166,78.164638,2013,Kharif,Bajra,7047,13650,298.85,61,700,Alluvial Soil
618,Madhya Pradesh,GWALIOR,Gwalior,26.225961,78.222716,2013,Kharif,Barley,838,2103,298.85,61,700,Alluvial Soil
619,Madhya Pradesh,GWALIOR,Gwalior,26.191826,78.159549,2013,Kharif,Groundnut,488,732,298.85,61,700,Alluvial Soil
620,Madhya Pradesh,GWALIOR,Gwalior,26.195391,78.158556,2013,Kharif,Jowar,3306,5561,298.85,61,700,Alluvial Soil
621,Madhya Pradesh,GWALIOR,Gwalior,26.191025,78.155889,2013,Kharif,Maize,41,93,298.85,61,700,Alluvial Soil
622,Madhya Pradesh,INDORE,Indore,22.714476,75.882875,2013,Kharif,Groundnut,116,123,305.35,50,1062,Black soil
623,Madhya Pradesh,INDORE,Indore,22.7187135,75.8882735,2013,Kharif,Jowar,181,212,305.35,50,1062,Black soil
624,Madhya Pradesh,INDORE,Indore,22.691901,75.866108,2013,Kharif,Maize,4240,5065,305.35,50,1062,Black soil
625,Madhya Pradesh,INDORE,Indore,22.716411,75.8760433,2013,Kharif,Soyabean,231222,232841,305.35,50,1062,Black soil
626,Madhya Pradesh,INDORE,Indore,22.720246,75.8817,2013,Kharif,Urad,85,26,305.35,50,1062,Black soil
627,Madhya Pradesh,INDORE,Indore,22.732016,75.888857,2013,Rabi,Gram,67221,64032,305.35,50,1062,Black soil
628,Madhya Pradesh,INDORE,Indore,22.701662,75.829585,2013,Rabi,Khesari,3,3,305.35,50,1062,Black soil
629,Madhya Pradesh,INDORE,Indore,22.796953,75.845156,2013,Rabi,Linseed,9,5,305.35,50,1062,Black soil
630,Madhya Pradesh,INDORE,Indore,22.71957,75.857726,2013,Rabi,Masoor,292,116,305.35,50,1062,Black soil
631,Madhya Pradesh,INDORE,Indore,22.72527,75.889633,2013,Rabi,Wheat,115881,347108,305.35,50,1062,Black soil
632,Madhya Pradesh,INDORE,Indore,22.7166872,75.8739793,2013,Whole Year,Coriander,35,11,305.35,50,1062,Black soil
633,Madhya Pradesh,INDORE,Indore,22.71209,75.838098,2013,Whole Year,Dry chillies,120,98,305.35,50,1062,Black soil
634,Madhya Pradesh,JABALPUR,Jabalpur,23.149881,79.881151,2013,Kharif,Groundnut,158,257,298.65,40,1279,Loamy soil
635,Madhya Pradesh,JABALPUR,Jabalpur,23.100428,79.565702,2013,Kharif,Jowar,1434,2347,298.65,40,1279,Loamy soil
636,Madhya Pradesh,JABALPUR,Jabalpur,23.172743,79.936409,2013,Kharif,Maize,4323,5995,298.65,40,1279,Loamy soil
637,Madhya Pradesh,JABALPUR,Jabalpur,23.164273,79.929699,2013,Kharif,Rice,81546,76621,298.65,40,1279,Loamy soil
638,Madhya Pradesh,JABALPUR,Jabalpur,23.169545,79.932327,2013,Kharif,Soyabean,43142,11924,298.65,40,1279,Loamy soil
639,Madhya Pradesh,JABALPUR,Jabalpur,23.1708138,79.9304742,2013,Kharif,Urad,19505,3807,298.65,40,1279,Loamy soil
640,Madhya Pradesh,JABALPUR,Jabalpur,23.1496957,79.9530199,2013,Rabi,Gram,59922,43461,298.65,40,1279,Loamy soil
641,Madhya Pradesh,UJJAIN,Ujjain,23.4465681,75.407488,2013,Whole Year,Coriander,984,289,298.35,50,943,Black soil
642,Madhya Pradesh,UJJAIN,Ujjain,23.105277,75.463821,2013,Whole Year,Dry chillies,72,97,298.35,50,943,Black soil
643,Madhya Pradesh,UJJAIN,Ujjain,23.168295,75.795961,2013,Whole Year,Garlic,12271,55885,298.35,50,943,Black soil
644,Madhya Pradesh,UJJAIN,Ujjain,23.192897,75.776423,2013,Whole Year,Onion,4859,109912,298.35,50,943,Black soil
645,Madhya Pradesh,UJJAIN,Ujjain,23.233015,75.811619,2013,Whole Year,Potato,7211,92178,298.35,50,943,Black soil
646,Maharashtra,AHMEDNAGAR,Ahmednagar,19.108046,74.73557,2014,Kharif,Bajra,186000,107700,298.45,32,501,Coarse Shallow soil
647,Maharashtra,AHMEDNAGAR,Ahmednagar,19.88042,74.470873,2014,Kharif,Groundnut,4300,2800,298.45,32,501,Coarse Shallow soil
648,Maharashtra,AHMEDNAGAR,Ahmednagar,19.419633,74.65553,2014,Kharif,Maize,68100,176100,298.45,32,501,Coarse Shallow soil
649,Maharashtra,AHMEDNAGAR,Ahmednagar,19.569309,74.206528,2014,Kharif,Niger seed,1500,400,298.45,32,501,Coarse Shallow soil
650,Maharashtra,AHMEDNAGAR,Ahmednagar,18.501067,73.857499,2014,Kharif,Ragi,3000,3300,298.45,32,501,Coarse Shallow soil
651,Maharashtra,AHMEDNAGAR,Ahmednagar,19.578952,74.456127,2014,Kharif,Rice,8600,2200,298.45,32,501,Coarse Shallow soil
652,Maharashtra,AHMEDNAGAR,Ahmednagar,19.6227,74.660399,2014,Kharif,Soyabean,58200,35900,298.45,32,501,Coarse Shallow soil
653,Maharashtra,AHMEDNAGAR,Ahmednagar,19.763137,74.47058,2014,Kharif,Sunflower,800,400,298.45,32,501,Coarse Shallow soil
654,Maharashtra,AHMEDNAGAR,Ahmednagar,19.181403,74.689625,2014,Rabi,Gram,115200,85200,298.45,32,501,Coarse Shallow soil
655,Maharashtra,AHMEDNAGAR,Ahmednagar,19.619247,74.663502,2014,Rabi,Jowar,443600,279800,298.45,32,501,Coarse Shallow soil
656,Maharashtra,AHMEDNAGAR,Ahmednagar,19.080688,74.732289,2014,Rabi,Maize,29400,57600,298.45,32,501,Coarse Shallow soil
657,Maharashtra,AHMEDNAGAR,Ahmednagar,19.082959,74.760389,2014,Rabi,Wheat,57200,85000,298.45,32,501,Coarse Shallow soil
658,Maharashtra,AHMEDNAGAR,Ahmednagar,20.004874,73.787165,2014,Summer,Groundnut,1600,2300,298.45,32,501,Coarse Shallow soil
659,Maharashtra,AHMEDNAGAR,Ahmednagar,19.117005,74.735872,2014,Summer,Maize,200,400,298.45,32,501,Coarse Shallow soil
660,Maharashtra,AKOLA,Akola,20.702666,77.001984,2014,Kharif,Bajra,300,100,300.05,79,800,Black soil
661,Maharashtra,AKOLA,Akola,20.714492,77.008904,2014,Kharif,Jowar,12500,15100,300.05,79,800,Black soil
662,Maharashtra,AKOLA,Akola,21.106181,77.072925,2014,Kharif,Maize,100,200,300.05,79,800,Black soil
663,Maharashtra,AKOLA,Akola,21.106181,77.072925,2014,Kharif,Soyabean,233100,69600,300.05,79,800,Black soil
664,Maharashtra,AKOLA,Akola,20.70644,77.011207,2014,Rabi,Gram,91100,59600,300.05,79,800,Black soil
665,Maharashtra,AKOLA,Akola,20.724952,77.04278,2014,Rabi,Wheat,18300,25800,300.05,79,800,Black soil
666,Maharashtra,AKOLA,Akola,21.140578,79.060506,2014,Summer,Groundnut,3100,4400,300.05,79,800,Black soil
667,Maharashtra,AKOLA,Akola,20.713446,77.011958,2014,Kharif,Sesamum,1000,100,300.05,79,800,Black soil
668,Maharashtra,AURANGABAD,Aurangabad,19.890542,75.317164,2014,Kharif,Bajra,45300,24200,298.35,61,725,Black soil
669,Maharashtra,AURANGABAD,Aurangabad,19.877896,75.354519,2014,Kharif,Groundnut,4100,900,298.35,61,725,Black soil
670,Maharashtra,AURANGABAD,Aurangabad,19.876165,75.343313,2014,Kharif,Jowar,3700,1700,298.35,61,725,Black soil
671,Maharashtra,AURANGABAD,Aurangabad,19.872123,75.323251,2014,Kharif,Maize,191700,175800,298.35,61,725,Black soil
672,Maharashtra,AURANGABAD,Aurangabad,19.872742,75.387668,2014,Kharif,Soyabean,18700,8500,298.35,61,725,Black soil
673,Maharashtra,AURANGABAD,Aurangabad,19.875504,75.352445,2014,Rabi,Gram,41800,16300,298.35,61,725,Black soil
674,Maharashtra,PUNE,Pune,18.575032,73.80537,2014,Kharif,Bajra,31500,26300,297.45,71,721,Black soil
675,Maharashtra,PUNE,Pune,18.515846,73.858714,2014,Kharif,Groundnut,47700,43000,297.45,71,721,Black soil
676,Maharashtra,PUNE,Pune,18.505159,73.889694,2014,Kharif,Jowar,3500,1700,297.45,71,721,Black soil
677,Maharashtra,PUNE,Pune,18.50092,73.857531,2014,Kharif,Maize,13300,54500,297.45,71,721,Black soil
678,Maharashtra,PUNE,Pune,18.534391,73.887409,2014,Kharif,Niger seed,2300,600,297.45,71,721,Black soil
679,Maharashtra,PUNE,Pune,18.506291,73.84264,2014,Kharif,Ragi,12100,13200,297.45,71,721,Black soil
680,Maharashtra,PUNE,Pune,18.508647,73.844846,2014,Kharif,Rice,82100,136100,297.45,71,721,Black soil
681,Maharashtra,PUNE,Pune,18.47143,73.959674,2014,Kharif,Soyabean,7100,11700,297.45,71,721,Black soil
682,Maharashtra,PUNE,Pune,18.735319,73.675984,2014,Kharif,Sunflower,600,300,297.45,71,721,Black soil
683,Maharashtra,PUNE,Pune,18.530392,73.876808,2014,Rabi,Gram,59900,51800,297.45,71,721,Black soil
684,Maharashtra,PUNE,Pune,18.519784,73.866906,2014,Rabi,Jowar,268300,131700,297.45,71,721,Black soil
685,Maharashtra,PUNE,Pune,18.533369,73.876939,2014,Rabi,Maize,21600,77300,297.45,71,721,Black soil
686,Maharashtra,PUNE,Pune,18.459914,73.855994,2014,Rabi,Safflower,400,300,297.45,71,721,Black soil
687,Maharashtra,PUNE,Pune,18.624175,73.82126,2014,Rabi,Sunflower,300,200,297.45,71,721,Black soil
688,Maharashtra,PUNE,Pune,18.502108,73.832232,2014,Rabi,Wheat,71800,108300,297.45,71,721,Black soil
689,Maharashtra,PUNE,Pune,18.516656,73.866532,2013,Kharif,Bajra,49800,41600,297.45,71,721,Black soil
690,Maharashtra,PUNE,Pune,18.513091,73.839308,2013,Kharif,Groundnut,46000,37700,297.45,71,721,Black soil
691,Maharashtra,PUNE,Pune,18.625716,73.774775,2013,Kharif,Jowar,3200,2700,297.45,71,721,Black soil
692,Maharashtra,PUNE,Pune,18.510752,73.842158,2013,Kharif,Maize,11800,33000,297.45,71,721,Black soil
693,Maharashtra,PUNE,Pune,18.505035,73.927256,2013,Kharif,Ragi,10600,13600,297.45,71,721,Black soil
694,Maharashtra,PUNE,Pune,18.45624,73.822183,2013,Kharif,Rice,82100,153200,297.45,71,721,Black soil
695,Maharashtra,PUNE,Pune,18.624322,73.807929,2013,Rabi,Gram,50600,41200,297.45,71,721,Black soil
696,Maharashtra,PUNE,Pune,18.762296,73.860866,2013,Rabi,Jowar,251600,158800,297.45,71,721,Black soil
697,Maharashtra,PUNE,Pune,18.487158,73.857098,2013,Rabi,Maize,19000,57000,297.45,71,721,Black soil
698,Maharashtra,PUNE,Pune,18.501083,73.939062,2013,Rabi,Wheat,64300,129900,297.45,71,721,Black soil
699,Maharashtra,PUNE,Pune,18.625689,73.784672,2013,Summer,Groundnut,8100,14600,297.45,71,721,Black soil
700,Maharashtra,PUNE,Pune,18.56475,73.800994,2013,Summer,Maize,1100,1900,297.45,71,721,Black soil
750,Rajasthan,AJMER,Beawar,26.08064,74.32643,2014,Kharif,Bajra,56600,30400,298,44,473,Loamy Soil
751,Rajasthan,AJMER,Ajmer,26.46957,74.63601,2014,Kharif,Cotton(lint),16000,31176,298,44,473,Loamy Soil
752,Rajasthan,AJMER,Ajmer,26.43962,74.63978,2014,Rabi,Barley,21534,40167,298,44,473,Loamy Soil
753,Rajasthan,AJMER,Ajmer,26.31027,74.72709,2014,Rabi,Gram,123824,67301,298,44,473,Loamy Soil
754,Rajasthan,AJMER,Ajmer,26.52447,74.66236,2016,Whole Year,Dry chillies,3504,843,298,44,473,Loamy Soil
755,Rajasthan,AJMER,Ajmer,26.4744,74.61229,2016,Whole Year,Onion,2809,9137,298,44,473,Loamy Soil
756,Rajasthan,AJMER,Kishangarh,26.58164,74.86101,2016,Kharif,Jowar,137488,80161,298,44,473,Loamy Soil
757,Rajasthan,ALWAR,Alwar,27.57247,76.45879,2016,Kharif,Urad,9115,3862,309.15,54,989,Black Soil
758,Rajasthan,ALWAR,Alwar,27.55089,76.61522,2016,Rabi,Barley,7539,17792,307.15,26,587,Black Soil
759,Rajasthan,ALWAR,Behror,27.88214,76.28611,2016,Rabi,Gram,20969,15860,307.15,26,587,Black Soil
760,Rajasthan,BANSWARA,Banswara,23.55325,74.44249,2016,Whole Year,Sweet potato,7,12,307.15,26,587,Black Soil
761,Rajasthan,BARAN,Baran,25.10438,76.50339,2015,Whole Year,Tobacco,108,118,307.15,50,1334,Black Soil
762,Rajasthan,BARMER,Barmer,25.7505,71.39635,2015,Kharif,Arhar/Tur,1172,1208,307.15,50,1334,Black Soil
763,Rajasthan,BHARATPUR,Bharatpur,27.22366,77.50645,2015,Kharif,Bajra,246411,429718,313.15,23,869,Alluvial Soil
764,Rajasthan,BHARATPUR,Bharatpur,0,0,2015,Kharif,Cotton(lint),2973,1073,313.15,23,869,Alluvial Soil
765,Rajasthan,BHARATPUR,Bharatpur,27.23027,77.4778,2015,Kharif,Groundnut,1010,1710,313.15,23,869,Alluvial Soil
766,Rajasthan,BHILWARA,Bhilwara,25.34756,74.64187,2015,Rabi,other oilseeds,373,100,313.15,23,869,Alluvial Soil
767,Rajasthan,BHILWARA,Bhilwara,25.35836,74.64512,2015,Rabi,Peas & beans (Pulses),102,168,313.15,23,869,Alluvial Soil
768,Rajasthan,BHILWARA,Bhilwara,25.34976,74.64389,2017,Rabi,Rapeseed &Mustard,234517,285842,313.15,23,869,Alluvial Soil
769,Rajasthan,BIKANER,Bikaner,28.01238,73.32702,2017,Rabi,Wheat,191440,669054,313.15,23,869,Alluvial Soil
770,Rajasthan,BIKANER,Bikaner,28.01186,73.35431,2017,Whole Year,Banana,4,10,313.15,23,869,Alluvial Soil
771,Rajasthan,BIKANER,Bikaner,28.02578,73.29847,2017,Whole Year,Coriander,61,47,313.15,23,869,Alluvial Soil
772,Rajasthan,BUNDI,Bundi,25.44148,75.64414,2017,Whole Year,Dry chillies,424,749,310.15,91,2162,Black Soil
773,Rajasthan,CHITTORGARH,Chittorgarh,24.61915,74.68181,2017,Whole Year,Garlic,2,2,310.15,91,2162,Black Soil
774,Rajasthan,CHITTORGARH,Rawatbhata,24.87368,75.6179,2017,Whole Year,Guar seed,34662,39916,310.15,91,2162,Black Soil
775,Rajasthan,CHURU,Churu,28.28984,74.95976,2017,Whole Year,Onion,8656,34466,310.15,91,2162,Black Soil
776,Rajasthan,CHURU,Ratangarh,28.07138,74.62301,2017,Kharif,Moong(Green Gram),32,13,310.15,91,2162,Black Soil
777,Rajasthan,CHURU,Sujangarh,27.69718,74.47197,2017,Kharif,Moth,26,7,307.15,71,809,Red soil
778,Rajasthan,DAUSA,Dausa,26.88395,76.33577,2019,Kharif,Other Kharif pulses,4,2,305.15,56,2595,Alluvial Soil
779,Rajasthan,DHOLPUR,Dholpur,26.69008,77.89964,2019,Kharif,Rice,265,479,305.15,56,2595,Alluvial Soil
780,Rajasthan,DUNGARPUR,Dungarpur,23.85885,73.71089,2019,Kharif,Sesamum,3453,1000,305.15,56,2595,Alluvial Soil
781,Rajasthan,HANUMANGARH,Hanumangarh,29.60917,74.29791,2019,Kharif,Urad,9,3,305.15,56,2595,Alluvial Soil
782,Rajasthan,HANUMANGARH,Hanumangarh,0,0,2019,Rabi,Barley,15725,58074,305.15,56,2595,Alluvial Soil
783,Rajasthan,JAIPUR,Jaipur,26.90604,75.81622,2019,Rabi,Gram,14301,18391,308.15,53,833,Black Cotton
784,Rajasthan,JAIPUR,Jaipur,26.89379,75.81217,2019,Rabi,Masoor,61,53,308.15,53,833,Black Cotton
785,Rajasthan,JAIPUR,Jaipur,26.91478,75.82465,2019,Rabi,Other Rabi pulses,2650,1867,308.15,53,833,Black Cotton
786,Rajasthan,JAIPUR,Jaipur,26.92593,75.80675,2019,Rabi,other oilseeds,553,188,308.15,53,833,Black Cotton
787,Rajasthan,JAIPUR,Jaipur,26.86327,75.80582,2019,Rabi,Peas & beans (Pulses),139,77,308.15,53,833,Black Cotton
788,Rajasthan,JAIPUR,Jaipur,26.85655,75.80052,2019,Rabi,Rapeseed &Mustard,269865,448122,308.15,53,833,Black Cotton
789,Rajasthan,JAIPUR,Jaipur,26.77081,75.85521,2019,Rabi,Wheat,170172,688076,311.15,63,974,Black Cotton
790,Rajasthan,JAIPUR,Jaipur,26.91678,75.83,2019,Whole Year,Banana,2,#ERROR!,311.15,63,974,Black Cotton
791,Rajasthan,JAIPUR,Jaipur,26.88687,75.83414,2019,Whole Year,Coriander,27,30,311.15,63,974,Black Cotton
792,Rajasthan,JAIPUR,Jaipur,27.19234,75.95482,2019,Whole Year,Dry chillies,273,460,311.15,63,974,Black Cotton
793,Rajasthan,JAIPUR,Jaipur,26.9573,75.77785,2020,Whole Year,Garlic,3,2,311.15,63,974,Black Cotton
794,Rajasthan,JAIPUR,Jaipur,26.96885,75.77337,2020,Whole Year,Guar seed,37818,43515,311.15,63,974,Black Cotton
795,Rajasthan,JAIPUR,Jaipur,26.84618,75.80344,2018,Whole Year,Onion,8481,68733,311.15,63,974,Black Cotton
796,Rajasthan,JAIPUR,Jaipur,26.79493,75.82459,2018,Whole Year,Potato,91,800,305.15,44,333,Red Soil
797,Rajasthan,JAIPUR,Jaipur,26.8547,75.82519,2018,Whole Year,Sannhamp,59,61,305.15,44,333,Red Soil
798,Rajasthan,JAIPUR,Jaipur,26.86811,75.76846,2019,Whole Year,Sugarcane,75,3801,307.15,44,133,Black soil
799,Rajasthan,JAIPUR,Jaipur,26.9388,75.78092,2019,Whole Year,Sweet potato,28,#ERROR!,307.15,44,133,Black soil
800,Rajasthan,JAIPUR,Jaipur,26.96794,75.76645,2019,Whole Year,Tobacco,164,196,307.15,44,133,Black soil
801,Rajasthan,JAIPUR,Jaipur,26.9011,75.7704,2019,Kharif,Arhar/Tur,2608,792,307.15,44,133,Black soil
802,Rajasthan,JAIPUR,Kotputli,27.70202,76.19091,2018,Kharif,Bajra,276962,312113,307.15,44,133,Black soil
803,Rajasthan,JAISALMER,Jaisalmer,26.2418,73.02156,2018,Kharif,Cotton(lint),4326,1686,307.15,46,693,Sandy soil
804,Rajasthan,JALORE,Jalore,25.2351,72.50402,2018,Kharif,Groundnut,1051,2210,307.15,46,693,Sandy soil
805,Rajasthan,JHALAWAR,Jhalawar,24.58677,76.16062,2018,Kharif,Jowar,43288,14734,303.15,46,730,Sandy soil
806,Rajasthan,JHUNJHUNU,Jhunjhunu,28.11664,75.3955,2018,Kharif,Maize,7868,6920,303.15,53,882,Black Cotton
807,Rajasthan,JHUNJHUNU,Jhunjhunu,28.35878,75.60402,2018,Kharif,Moong(Green Gram),27,1,301.15,60,197,Black soil
808,Rajasthan,JODHPUR,Jodhpur,26.28288,73.01876,2019,Kharif,Moth,13,#ERROR!,300.15,76,3800,Alluvial Soil
809,Rajasthan,JODHPUR,Jodhpur,26.26642,73.00923,2019,Kharif,Other Kharif pulses,8,1,300.15,76,3800,Alluvial Soil
810,Rajasthan,JODHPUR,Jodhpur,26.28467,73.00991,2019,Kharif,Rice,346,524,300.15,76,3800,Alluvial Soil
811,Rajasthan,JODHPUR,Jodhpur,26.28954,73.04717,2019,Kharif,Sesamum,4744,1658,300.15,76,3800,Alluvial Soil
812,Rajasthan,JODHPUR,Jodhpur,26.27777,73.01529,2019,Kharif,Soyabean,1,1,300.15,76,3800,Alluvial Soil
813,Rajasthan,JODHPUR,Jodhpur,27.11541,72.4152,2019,Kharif,Urad,5,1,300.15,69,1025.4,Sandy soil
814,Rajasthan,JODHPUR,Jodhpur,26.23172,73.02106,2019,Rabi,Barley,14533,53906,300.15,69,1025.4,Sandy soil
815,Rajasthan,JODHPUR,Jodhpur,26.24142,73.00437,2019,Rabi,Gram,9941,10828,300.15,69,1025.4,Sandy soil
816,Rajasthan,JODHPUR,Jodhpur,26.26942,73.0074,2019,Rabi,Masoor,60,54,299.15,74,2789,Black Cotton Soil
817,Rajasthan,KARAULI,Karauli,26.50085,77.02583,2019,Rabi,Other Rabi pulses,109,67,299.15,74,2789,Black Cotton Soil
818,Rajasthan,KOTA,Kota,25.15205,75.8352,2018,Rabi,other oilseeds,1146,422,299.15,74,2789,Black Cotton Soil
819,Rajasthan,KOTA,Kota,25.15342,75.85183,2018,Rabi,Rapeseed &Mustard,251375,392953,299.15,74,2789,Black Cotton Soil
820,Rajasthan,KOTA,Kota,25.199,75.85666,2018,Rabi,Wheat,192800,722874,283.15,40,915,Clay soil
821,Rajasthan,KOTA,Kota,25.11997,75.83115,2018,Whole Year,Banana,4,#ERROR!,283.15,40,915,Clay soil
822,Rajasthan,KOTA,Kota,25.1447,75.83772,2018,Whole Year,Coriander,27,33,283.15,40,915,Clay soil
823,Rajasthan,KOTA,Kota,25.15052,75.85215,2018,Whole Year,Dry chillies,325,389,283.15,40,915,Clay soil
824,Rajasthan,KOTA,Kota,25.16239,75.83148,2016,Whole Year,Garlic,5,5,283.15,40,915,Clay soil
825,Rajasthan,NAGAUR,NAGAUR,27.20799,73.73722,2016,Whole Year,Guar seed,28868,3466,283.15,40,915,Clay soil
826,Rajasthan,PALI,Pali,25.77637,73.33218,2016,Whole Year,Onion,7692,71582,297.15,74,360,Sandy Soil
827,Rajasthan,PALI,Sojat City,25.92223,73.66336,2016,Whole Year,Potato,67,243,295.15,97,815,Sandy Soil
828,Rajasthan,PALI,Sumerpur,25.13291,73.11258,2016,Whole Year,Sannhamp,36,8,295.15,97,815,Sandy Soil
829,Rajasthan,PRATAPGARH,Pratapgarh,25.68353,81.99844,2016,Whole Year,Sugarcane,101,5861,299.15,62,3000,Clay soil
830,Rajasthan,RAJSAMAND,Rajsamand,25.02419,73.88361,2016,Whole Year,Sweet potato,20,#ERROR!,299.15,62,3000,Clay soil
831,Rajasthan,SAWAI MADHOPUR,Gangapur City,26.48754,76.74024,2016,Whole Year,Tobacco,111,141,299.15,62,3000,Clay soil
832,Rajasthan,SAWAI MADHOPUR,Sawai Madhopur,25.21754,75.83729,2016,Kharif,Arhar/Tur,5064,4796,295.15,97,2766,Alluvial Soil
833,Rajasthan,SIKAR,Sikar,27.61311,75.15058,2017,Kharif,Bajra,273147,508361,287.15,52,2600,Alluvial Soil
834,Rajasthan,SIKAR,Sikar,27.61298,75.15061,2017,Kharif,Cotton(lint),3677,1540,299.15,76,2916,Alluvial Soil
835,Rajasthan,SIKAR,Sikar,27.61353,75.14529,2017,Kharif,Groundnut,1485,2920,296.15,76,3034,Alluvial Soil
836,Rajasthan,SIKAR,Sikar,27.61151,75.14906,2017,Kharif,Jowar,31990,20975,299.15,76,3034,Alluvial Soil
837,Rajasthan,SIROHI,Sirohi,24.88629,72.85942,2017,Kharif,Maize,6773,12200,299.15,76,3034,Alluvial Soil
838,Rajasthan,SIROHI,Sirohi,24.53829,72.80196,2017,Kharif,Moong(Green Gram),47,29,299.15,76,3034,Alluvial Soil
839,Rajasthan,SRIGANGANAGAR,Sriganganagar,29.90313,73.87396,2017,Kharif,Moth,23,11,299.15,76,3034,Alluvial Soil
840,Rajasthan,SRIGANGANAGAR,Sriganganagar,29.91321,73.88183,2017,Kharif,Other Kharif pulses,9,5,299.15,76,3034,Alluvial Soil
841,Rajasthan,SRIGANGANAGAR,Sriganganagar,29.91577,73.87975,2017,Kharif,Rice,378,766,298.15,76,3034,Alluvial Soil
842,Rajasthan,SRIGANGANAGAR,Sriganganagar,29.92328,73.87471,2017,Kharif,Sesamum,3390,1266,293.15,84,2042.1,Sandy Soil
843,Rajasthan,TONK,Tonk,26.1769,75.78533,2017,Kharif,Urad,4,3,296.15,97,3805,Alluvial Soil
844,Rajasthan,UDAIPUR,Udaipur,24.58911,73.69234,2017,Rabi,Barley,13011,47301,296.15,97,3805,Alluvial Soil
845,Rajasthan,UDAIPUR,Udaipur,24.59363,73.69636,2017,Rabi,Gram,13667,20643,298.15,70,3130,Alluvial Soil
846,Rajasthan,UDAIPUR,Udaipur,24.55335,73.73189,2017,Rabi,Linseed,12,13,298.15,70,3130,Alluvial Soil
847,Rajasthan,UDAIPUR,Udaipur,24.59403,73.69854,2017,Rabi,Masoor,100,87,298.15,62,2993,Sandy Soil
848,Rajasthan,UDAIPUR,Udaipur,24.58112,73.71286,2017,Rabi,Other Rabi pulses,166,289,297.15,73,2699,Clay soil
849,Rajasthan,UDAIPUR,Udaipur,24.66886,73.70231,2017,Rabi,other oilseeds,2378,972,297.15,73,2699,Clay soil
850,Punjab,AMRITSAR,Ajnala,31.80915,74.26834,2017,Kharif,Arhar/Tur,1800,1400,297.15,73,2699,Clay soil
851,Punjab,AMRITSAR,Amritsar,31.63586,74.96691,2017,Kharif,Bajra,1000,1000,297.15,69,1500,Alluvial Soil
852,Punjab,AMRITSAR,Amritsar,31.63706,74.85633,2018,Kharif,Maize,7000,14000,297.15,69,1500,Alluvial Soil
853,Punjab,AMRITSAR,Amritsar,31.644,74.86651,2018,Kharif,Rice,292000,879000,297.15,69,1500,Alluvial Soil
854,Punjab,AMRITSAR,Amritsar,31.63455,74.85901,2018,Kharif,Sesamum,6000,1700,297.15,69,1500,Alluvial Soil
855,Punjab,AMRITSAR,Amritsar,31.64996,74.88362,2018,Kharif,Urad,600,200,297.15,69,1500,Alluvial Soil
856,Punjab,AMRITSAR,Amritsar,31.65116,74.87473,2018,Rabi,Gram,400,300,297.15,69,1500,Alluvial Soil
857,Punjab,AMRITSAR,Amritsar,31.66466,74.91813,2018,Rabi,Masoor,700,400,297.15,69,1500,Alluvial Soil
858,Punjab,AMRITSAR,Amritsar,31.615,74.88226,2018,Rabi,Rapeseed &Mustard,8000,6000,297.15,69,1500,Alluvial Soil
859,Punjab,AMRITSAR,Amritsar,31.64021,75.1801,2018,Rabi,Wheat,349000,1318000,305.15,76,1500,Alluvial Soil
860,Punjab,AMRITSAR,Amritsar,31.6334,74.87889,2018,Whole Year,Cotton(lint),5000,2000,305.15,76,1500,Alluvial Soil
861,Punjab,AMRITSAR,Beas,31.51633,75.28801,2019,Whole Year,Moong(Green Gram),8400,5300,305.15,76,1500,Alluvial Soil
862,Punjab,BARNALA,Barnala,30.37562,75.54488,2019,Whole Year,Sugarcane,11000,600000,305.15,76,1500,Alluvial Soil
863,Punjab,BATHINDA,Bathinda,30.21644,74.98634,2019,Kharif,Arhar/Tur,1100,700,305.15,76,1500,Alluvial Soil
864,Punjab,BATHINDA,Bathinda,30.19344,74.94755,2019,Kharif,Cotton(lint),4000,3000,305.15,76,1500,Alluvial Soil
865,Punjab,BATHINDA,Bathinda,30.19239,74.94698,2019,Kharif,Maize,6000,14000,305.15,76,1500,Alluvial Soil
866,Punjab,BATHINDA,Bathinda,30.22222,75.05866,2019,Kharif,Moong(Green Gram),8300,5100,305.15,76,1500,Alluvial Soil
867,Punjab,BATHINDA,Bathinda,30.20747,74.95008,2019,Kharif,Rice,305000,878000,305.15,76,1500,Alluvial Soil
868,Punjab,BATHINDA,Rampura Phul,30.27457,75.23561,2019,Kharif,Sesamum,4700,1500,305.15,76,1500,Alluvial Soil
